id,year,sex,age,marital_status,degree,occ_prestige,num_children,op_working_mother,op_preschool,op_family,op_men_over_work,op_childcare,work_status,hours_worked,ever_worked
3327,2021,Female,1940-1949,Widowed,High School,20,4,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Retired,More than 89,YES
3328,2021,Male,1990-1999,Never Married,Associate/Junior College,48,0,Agree,Disagree,Disagree,Agree,NA,Working full time,40-49,Inapplicable
3330,2021,Male,1980-1989,Married,Associate/Junior College,35,1,Agree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3331,2021,Male,1940-1949,Married,Graduate,75,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3332,2021,Male,1930-1939,Married,Bachelors,39,5,NA,NA,NA,NA,About Right,Working part time,10-19,Inapplicable
3333,2021,Female,1970-1979,Married,Bachelors,38,2,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Keeping house,More than 89,YES
3334,2021,Male,1960-1969,Married,High School,45,3,NA,NA,NA,NA,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3335,2021,Male,Don't Know,Married,Bachelors,60,4,Strongly Agree,Disagree,Strongly Disagree,Disagree,About Right,Retired,More than 89,YES
3336,2021,Male,1950-1959,Married,High School,42,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3337,2021,Male,1940-1949,Married,Bachelors,60,2,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,30-39,Inapplicable
3338,2021,Male,1960-1969,Never Married,Associate/Junior College,35,0,Agree,Disagree,Disagree,Agree,About Right,Retired,More than 89,YES
3339,2021,Female,1990-1999,Never Married,High School,74,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,In school,More than 89,YES
3340,2021,Female,1950-1959,Widowed,High School,59,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3341,2021,Female,1980-1989,Never Married,Graduate,NA,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3343,2021,Female,1980-1989,Never Married,High School,48,0,NA,NA,NA,NA,About Right,Working part time,0-9,Inapplicable
3344,2021,Female,1990-1999,Married,Graduate,66,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3345,2021,Female,1960-1969,Married,Bachelors,28,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3346,2021,Male,2000-2009,Never Married,High School,38,0,Strongly Disagree,Agree,Agree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3347,2021,Male,1950-1959,Never Married,High School,35,0,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3348,2021,Male,1950-1959,Married,Graduate,54,2,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3349,2021,Male,1980-1989,Married,Bachelors,60,0,Strongly Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
3351,2021,Male,1980-1989,Married,Graduate,69,3,Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,60-69,Inapplicable
3352,2021,Male,1960-1969,Divorced,Bachelors,39,2,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
3353,2021,Female,1940-1949,Married,High School,31,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3354,2021,Male,1960-1969,Married,Graduate,60,2,Agree,Disagree,Strongly Disagree,Agree,About Right,Working full time,50-59,Inapplicable
3355,2021,Male,Don't Know,Divorced,Graduate,64,1,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3356,2021,Female,1980-1989,Never Married,Bachelors,61,0,Agree,Disagree,Strongly Agree,Disagree,About Right,Working full time,40-49,Inapplicable
3357,2021,Female,1960-1969,Married,High School,45,0,Disagree,Agree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,20-29,Inapplicable
3359,2021,Female,Don't Know,Divorced,High School,NA,0,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3360,2021,Male,1990-1999,Never Married,Bachelors,21,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,30-39,Inapplicable
3361,2021,Male,1950-1959,Widowed,High School,45,2,Strongly Agree,Agree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3362,2021,Female,1950-1959,Married,Graduate,63,1,NA,NA,NA,NA,About Right,Other,More than 89,YES
3363,2021,Male,1960-1969,Never Married,High School,35,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3365,2021,Female,Don't Know,Married,Graduate,64,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,60-69,Inapplicable
3367,2021,Male,1980-1989,Never Married,Bachelors,65,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
3368,2021,Male,1980-1989,Never Married,Bachelors,47,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3371,2021,Female,1970-1979,Divorced,High School,26,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working part time,30-39,Inapplicable
3372,2021,Female,1930-1939,Widowed,Bachelors,33,2,Agree,Agree,Agree,Agree,NA,Retired,More than 89,YES
3373,2021,Female,1940-1949,Widowed,Bachelors,46,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3374,2021,Female,1960-1969,Divorced,High School,36,2,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
3375,2021,Female,1930-1939,Widowed,High School,47,4,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3376,2021,Male,1950-1959,Married,High School,50,0,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
3377,2021,Male,1950-1959,Married,High School,35,2,Agree,Disagree,Disagree,Strongly Agree,Too Little,Retired,More than 89,YES
3378,2021,Female,1940-1949,Never Married,Graduate,61,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3379,2021,Male,1950-1959,Divorced,High School,38,0,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3380,2021,Male,1940-1949,Married,High School,32,2,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3382,2021,Female,1980-1989,Divorced,High School,45,4,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3383,2021,Male,1990-1999,Never Married,Less than High School,33,4,Strongly Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working full time,30-39,Inapplicable
3384,2021,Female,1940-1949,Divorced,High School,50,2,NA,NA,NA,NA,About Right,Working part time,20-29,Inapplicable
3385,2021,Male,1950-1959,Never Married,Bachelors,50,NA,Agree,Agree,Disagree,Disagree,Too Much,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3386,2021,Female,1970-1979,Never Married,Bachelors,64,1,Agree,Disagree,Disagree,Disagree,Too Little,Working part time,20-29,Inapplicable
3388,2021,Female,1990-1999,Never Married,Associate/Junior College,38,0,NA,NA,NA,NA,Too Little,Working full time,30-39,Inapplicable
3389,2021,Female,Don't Know,Married,Graduate,61,2,Disagree,Agree,Strongly Agree,Agree,About Right,Retired,More than 89,YES
3392,2021,Female,1970-1979,Divorced,Associate/Junior College,64,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Much,Working full time,40-49,Inapplicable
3393,2021,Male,1960-1969,Married,Graduate,60,0,Agree,Disagree,Strongly Disagree,Agree,About Right,Retired,More than 89,YES
3394,2021,Male,1940-1949,Divorced,High School,35,2,Agree,Disagree,Agree,Strongly Agree,About Right,Working full time,40-49,Inapplicable
3395,2021,Female,1960-1969,Married,Associate/Junior College,64,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Other,More than 89,YES
3396,2021,Male,1980-1989,Separated,High School,31,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3397,2021,Male,1990-1999,Never Married,High School,62,0,Disagree,Disagree,Disagree,Agree,Too Little,In school,More than 89,YES
3398,2021,Male,1960-1969,Married,Bachelors,60,0,Agree,Agree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3399,2021,Female,1960-1969,Married,Bachelors,60,1,Agree,Disagree,Disagree,Disagree,About Right,Working full time,40-49,Inapplicable
3400,2021,Female,1950-1959,Married,High School,51,4,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3401,2021,Male,1980-1989,Never Married,High School,36,0,Agree,Strongly Disagree,Disagree,Disagree,About Right,Working full time,50-59,Inapplicable
3402,2021,Male,1980-1989,Never Married,High School,49,1,Agree,Strongly Disagree,Disagree,Strongly Agree,About Right,Working full time,50-59,Inapplicable
3403,2021,Male,1970-1979,Never Married,Bachelors,60,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3404,2021,Female,Don't Know,Married,High School,35,0,Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
3406,2021,Female,1960-1969,Married,High School,63,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3407,2021,Female,1980-1989,Married,Bachelors,39,3,Strongly Agree,Strongly Disagree,Disagree,Disagree,About Right,Keeping house,More than 89,YES
3408,2021,Female,1960-1969,Married,Graduate,64,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,60-69,Inapplicable
3409,2021,Female,1990-1999,Never Married,Graduate,64,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3410,2021,Male,1980-1989,Never Married,Associate/Junior College,28,0,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,50-59,Inapplicable
3411,2021,Male,1940-1949,Married,Graduate,61,3,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3412,2021,Female,1950-1959,Divorced,Bachelors,31,2,Disagree,Strongly Agree,Agree,Agree,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3413,2021,Male,1970-1979,Never Married,High School,38,0,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3414,2021,Female,1980-1989,Never Married,Graduate,68,1,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3415,2021,Male,1950-1959,Married,High School,25,4,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
3416,2021,Female,1990-1999,Married,Bachelors,33,0,NA,NA,NA,NA,About Right,Working full time,60-69,Inapplicable
3417,2021,Female,1980-1989,Divorced,High School,29,4,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3418,2021,Male,1940-1949,Married,Graduate,61,3,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3420,2021,Female,1980-1989,Never Married,High School,31,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3421,2021,Female,1960-1969,Divorced,High School,24,4,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Too Little,Other,More than 89,YES
3422,2021,Female,1940-1949,Widowed,High School,36,2,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3423,2021,Male,1980-1989,Married,High School,47,4,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
3424,2021,Male,1980-1989,Divorced,High School,25,2,Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Too Little,Working full time,60-69,Inapplicable
3425,2021,Female,1950-1959,Divorced,Bachelors,61,2,Strongly Agree,Strongly Disagree,Disagree,Disagree,Too Little,Working part time,30-39,Inapplicable
3426,2021,Female,1950-1959,Widowed,Graduate,61,3,Agree,Disagree,Disagree,Agree,About Right,Working part time,70-79,Inapplicable
3428,2021,Female,1970-1979,Married,Graduate,42,1,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3429,2021,Female,1950-1959,Divorced,High School,46,3,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3430,2021,Male,1990-1999,Married,High School,62,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,About Right,In school,More than 89,YES
3431,2021,Male,1950-1959,Married,High School,24,0,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3432,2021,Female,1970-1979,Married,Associate/Junior College,53,2,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
3433,2021,Male,1950-1959,Divorced,High School,47,1,NA,NA,NA,NA,About Right,Working part time,20-29,Inapplicable
3435,2021,Female,1970-1979,Divorced,High School,NA,3,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
3436,2021,Female,1980-1989,Never Married,High School,29,0,Agree,Disagree,Agree,Agree,Too Little,Working part time,10-19,Inapplicable
3437,2021,Female,1980-1989,Never Married,High School,39,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3438,2021,Male,1980-1989,Never Married,Bachelors,52,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3440,2021,Female,1940-1949,Married,Graduate,64,2,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
3441,2021,Female,1950-1959,Widowed,Graduate,61,2,Agree,Disagree,Disagree,Disagree,Too Much,Retired,More than 89,YES
3444,2021,Female,1960-1969,Never Married,Associate/Junior College,66,0,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3446,2021,Female,1960-1969,Never Married,High School,34,1,Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3447,2021,Female,1970-1979,Married,Bachelors,60,1,Strongly Agree,Disagree,Disagree,Disagree,Too Little,Other,More than 89,YES
3448,2021,Male,1960-1969,Married,High School,43,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3449,2021,Female,1950-1959,Divorced,Graduate,65,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
3450,2021,Female,1950-1959,Divorced,High School,47,2,Strongly Agree,Disagree,Disagree,Disagree,About Right,Retired,More than 89,YES
3452,2021,Female,Don't Know,Married,High School,35,4,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
3453,2021,Female,2000-2009,Never Married,High School,NA,0,NA,NA,NA,NA,Too Little,In school,More than 89,NO
3455,2021,Female,1970-1979,Never Married,High School,39,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3456,2021,Female,1930-1939,Widowed,Bachelors,64,3,Agree,Agree,Agree,Agree,About Right,Retired,More than 89,YES
3457,2021,Male,1940-1949,Married,Bachelors,38,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3458,2021,Male,1970-1979,Separated,High School,48,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Keeping house,More than 89,YES
3459,2021,Male,Don't Know,Divorced,Less than High School,65,2,Strongly Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3461,2021,Female,1950-1959,Widowed,High School,47,4,Strongly Agree,Disagree,Strongly Disagree,Disagree,About Right,Retired,More than 89,YES
3462,2021,Female,2000-2009,Never Married,Graduate,NA,0,NA,NA,NA,NA,About Right,In school,More than 89,NO
3463,2021,Male,1930-1939,Widowed,High School,35,2,Strongly Disagree,Disagree,Agree,Disagree,Too Much,Keeping house,More than 89,YES
3464,2021,Female,1960-1969,Never Married,Graduate,52,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3465,2021,Male,1990-1999,Never Married,Bachelors,58,0,Strongly Agree,Disagree,Disagree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
3466,2021,Male,1940-1949,Never Married,Graduate,66,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3468,2021,Female,1960-1969,Divorced,High School,43,4,NA,NA,NA,NA,Too Much,Working full time,30-39,Inapplicable
3469,2021,Female,1960-1969,Divorced,Associate/Junior College,45,4,Strongly Agree,Disagree,Agree,Agree,About Right,Working full time,40-49,Inapplicable
3471,2021,Female,2000-2009,Never Married,High School,22,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3473,2021,Male,1960-1969,Never Married,High School,28,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
3475,2021,Male,1950-1959,Married,High School,31,0,NA,NA,NA,NA,Too Little,Other,More than 89,YES
3476,2021,Male,1990-1999,Never Married,Bachelors,61,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,80-89,Inapplicable
3477,2021,Female,1970-1979,Divorced,High School,28,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3478,2021,NA,Don't Know,Divorced,Less than High School,64,5,Agree,Disagree,Disagree,Agree,Too Little,Working full time,50-59,Inapplicable
3480,2021,Male,1930-1939,Widowed,Graduate,52,3,Disagree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
3481,2021,Female,1940-1949,Divorced,Associate/Junior College,25,2,Agree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,Working part time,80-89,Inapplicable
3482,2021,Female,1970-1979,Married,Graduate,61,2,NA,NA,NA,NA,About Right,Other,More than 89,YES
3483,2021,Male,1940-1949,Never Married,Bachelors,46,0,Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
